filename,width,height,class,xmin,ymin,xmax,ymax
330308224_252082427236774_668868519928491881_n_jpg.rf.3fdc42c75d94f959cd34e95659731bbf.jpg,640,640,Napa,286,190,354,223
330308224_252082427236774_668868519928491881_n_jpg.rf.3fdc42c75d94f959cd34e95659731bbf.jpg,640,640,Fexo,294,286,355,321
330308224_252082427236774_668868519928491881_n_jpg.rf.3fdc42c75d94f959cd34e95659731bbf.jpg,640,640,Virex,320,368,410,400
WhatsApp-Image-2023-04-13-at-1-56-07-PM_jpeg.rf.3e16c5e58ca31a56784eac1bf3c62003.jpg,640,640,Eltroxin,358,169,434,189
WhatsApp-Image-2023-04-13-at-1-56-07-PM_jpeg.rf.3e16c5e58ca31a56784eac1bf3c62003.jpg,640,640,Pronim,355,200,412,220
WhatsApp-Image-2023-04-13-at-1-56-07-PM_jpeg.rf.3e16c5e58ca31a56784eac1bf3c62003.jpg,640,640,Sompraz,364,257,421,275
WhatsApp-Image-2023-04-13-at-1-56-07-PM_jpeg.rf.3e16c5e58ca31a56784eac1bf3c62003.jpg,640,640,Dicaltrol,363,291,429,307
WhatsApp-Image-2023-04-13-at-1-56-07-PM_jpeg.rf.3e16c5e58ca31a56784eac1bf3c62003.jpg,640,640,Pep,363,323,393,340
WhatsApp-Image-2023-04-13-at-1-56-07-PM_jpeg.rf.3e16c5e58ca31a56784eac1bf3c62003.jpg,640,640,Deanxit,363,384,420,403
WhatsApp-Image-2023-04-13-at-1-56-07-PM_jpeg.rf.3e16c5e58ca31a56784eac1bf3c62003.jpg,640,640,Feofol,352,416,406,434
WhatsApp-Image-2023-04-13-at-1-56-07-PM_jpeg.rf.3e16c5e58ca31a56784eac1bf3c62003.jpg,640,640,Rostil,366,352,418,370
WhatsApp-Image-2023-04-13-at-1-56-12-PM-2-_jpeg.rf.3e8cbaf2791aa491b806f583cba29fa8.jpg,640,640,Modipran,338,39,463,77
WhatsApp-Image-2023-04-13-at-1-56-12-PM-2-_jpeg.rf.3e8cbaf2791aa491b806f583cba29fa8.jpg,640,640,Mirtaz,350,138,449,169
WhatsApp-Image-2023-04-13-at-1-56-12-PM-2-_jpeg.rf.3e8cbaf2791aa491b806f583cba29fa8.jpg,640,640,Indever,388,222,480,256
WhatsApp-Image-2023-04-13-at-1-56-12-PM-2-_jpeg.rf.3e8cbaf2791aa491b806f583cba29fa8.jpg,640,640,Rivo,397,325,468,355
WhatsApp-Image-2023-04-12-at-12-46-34-AM_jpeg.rf.42bc0b7454065b141302060d26de4514.jpg,640,640,Optimox,285,134,401,165
WhatsApp-Image-2023-04-12-at-12-46-34-AM_jpeg.rf.42bc0b7454065b141302060d26de4514.jpg,640,640,Cevion,256,271,372,300
WhatsApp-Image-2023-04-12-at-12-23-25-PM_jpeg.rf.428dd68415c6376f0e9223266c01c3fa.jpg,640,640,Cefotil,130,150,251,177
WhatsApp-Image-2023-04-12-at-12-23-25-PM_jpeg.rf.428dd68415c6376f0e9223266c01c3fa.jpg,640,640,Algin,144,211,251,232
WhatsApp-Image-2023-04-12-at-12-23-25-PM_jpeg.rf.428dd68415c6376f0e9223266c01c3fa.jpg,640,640,Anadol,156,262,298,286
WhatsApp-Image-2023-04-12-at-12-23-25-PM_jpeg.rf.428dd68415c6376f0e9223266c01c3fa.jpg,640,640,Carvista,166,312,324,332
WhatsApp-Image-2023-04-12-at-12-23-25-PM_jpeg.rf.428dd68415c6376f0e9223266c01c3fa.jpg,640,640,Ecosprin,171,350,322,370
WhatsApp-Image-2023-04-12-at-12-23-25-PM_jpeg.rf.428dd68415c6376f0e9223266c01c3fa.jpg,640,640,Rosutin,194,386,304,407
WhatsApp-Image-2023-04-12-at-12-23-25-PM_jpeg.rf.428dd68415c6376f0e9223266c01c3fa.jpg,640,640,Nitrin,170,425,299,449
WhatsApp-Image-2023-04-12-at-12-23-25-PM_jpeg.rf.428dd68415c6376f0e9223266c01c3fa.jpg,640,640,Pantobex,176,468,319,492
WhatsApp-Image-2023-04-12-at-12-23-25-PM_jpeg.rf.428dd68415c6376f0e9223266c01c3fa.jpg,640,640,Febustat,154,503,295,529
WhatsApp-Image-2023-04-12-at-12-23-25-PM_jpeg.rf.428dd68415c6376f0e9223266c01c3fa.jpg,640,640,Denixil,181,538,293,564
WhatsApp-Image-2023-04-12-at-12-23-25-PM_jpeg.rf.428dd68415c6376f0e9223266c01c3fa.jpg,640,640,Galvus,204,567,319,593
WhatsApp-Image-2023-04-12-at-12-23-36-PM-1-_jpeg.rf.3b4d252f8304ea4476aa08cde56c9fbc.jpg,640,640,Buflex,229,23,343,61
WhatsApp-Image-2023-04-12-at-12-23-36-PM-1-_jpeg.rf.3b4d252f8304ea4476aa08cde56c9fbc.jpg,640,640,Prompton,211,74,363,101
WhatsApp-Image-2023-04-12-at-12-23-36-PM-1-_jpeg.rf.3b4d252f8304ea4476aa08cde56c9fbc.jpg,640,640,OvocalDX,217,120,403,150
WhatsApp-Image-2023-04-12-at-12-23-36-PM-1-_jpeg.rf.3b4d252f8304ea4476aa08cde56c9fbc.jpg,640,640,Radiflex,209,166,358,196
WhatsApp-Image-2023-04-12-at-12-23-36-PM-1-_jpeg.rf.3b4d252f8304ea4476aa08cde56c9fbc.jpg,640,640,Vitalead,229,222,374,257
WhatsApp-Image-2023-04-12-at-12-48-19-AM-1-_jpeg.rf.436df9702fe1228c299730602379c897.jpg,640,640,Cefaclav,306,122,406,147
WhatsApp-Image-2023-04-12-at-12-48-19-AM-1-_jpeg.rf.436df9702fe1228c299730602379c897.jpg,640,640,Aristoderm,238,196,379,230
WhatsApp-Image-2023-04-12-at-12-48-19-AM-1-_jpeg.rf.436df9702fe1228c299730602379c897.jpg,640,640,Solas,348,332,406,361
WhatsApp-Image-2023-04-12-at-12-48-19-AM-1-_jpeg.rf.436df9702fe1228c299730602379c897.jpg,640,640,Fenofex,355,394,433,421
WhatsApp-Image-2023-04-12-at-12-48-19-AM-1-_jpeg.rf.436df9702fe1228c299730602379c897.jpg,640,640,Xyril,382,436,438,464
WhatsApp-Image-2023-04-12-at-12-48-19-AM-1-_jpeg.rf.436df9702fe1228c299730602379c897.jpg,640,640,Emolent Plus,320,485,441,514
WhatsApp-Image-2023-04-12-at-12-46-29-AM-1-_jpeg.rf.4507542975966429671e939e9ae93c4a.jpg,640,640,Clavusef,347,187,465,221
WhatsApp-Image-2023-04-12-at-12-46-29-AM-1-_jpeg.rf.4507542975966429671e939e9ae93c4a.jpg,640,640,Flux,357,263,425,296
WhatsApp-Image-2023-04-12-at-12-46-29-AM-1-_jpeg.rf.4507542975966429671e939e9ae93c4a.jpg,640,640,Ceevit,340,352,428,386
WhatsApp-Image-2023-04-12-at-12-46-29-AM-1-_jpeg.rf.4507542975966429671e939e9ae93c4a.jpg,640,640,Profen,330,424,423,457
WhatsApp-Image-2023-04-12-at-12-46-29-AM-1-_jpeg.rf.4507542975966429671e939e9ae93c4a.jpg,640,640,Acifix,314,501,395,530
WhatsApp-Image-2023-04-12-at-12-46-29-AM-1-_jpeg.rf.4507542975966429671e939e9ae93c4a.jpg,640,640,Muron,215,579,319,605
340478747_766764628176153_1305396495443358646_n_jpg.rf.47c77d3d6bc757bc9ee9403a1061ac83.jpg,640,640,Potacit,453,207,527,239
340478747_766764628176153_1305396495443358646_n_jpg.rf.47c77d3d6bc757bc9ee9403a1061ac83.jpg,640,640,Easylife,455,317,544,352
340478747_766764628176153_1305396495443358646_n_jpg.rf.47c77d3d6bc757bc9ee9403a1061ac83.jpg,640,640,Cranbiotic,364,478,484,507
340478747_766764628176153_1305396495443358646_n_jpg.rf.47c77d3d6bc757bc9ee9403a1061ac83.jpg,640,640,NeuroB,351,534,451,564
WhatsApp-Image-2023-04-12-at-12-48-20-AM_jpeg.rf.401303f5b8be5117af8e142090561aaa.jpg,640,640,Emixef,228,152,334,184
WhatsApp-Image-2023-04-12-at-12-48-20-AM_jpeg.rf.401303f5b8be5117af8e142090561aaa.jpg,640,640,Flamex,227,215,336,249
WhatsApp-Image-2023-04-12-at-12-48-20-AM_jpeg.rf.401303f5b8be5117af8e142090561aaa.jpg,640,640,Famotack,249,275,373,314
WhatsApp-Image-2023-04-12-at-12-48-20-AM_jpeg.rf.401303f5b8be5117af8e142090561aaa.jpg,640,640,Alcet,246,335,323,362
WhatsApp-Image-2023-04-12-at-12-46-38-AM-1-_jpeg.rf.4912d611eb0fea285bd4b3806baf025d.jpg,640,640,Prodep,245,221,362,250
WhatsApp-Image-2023-04-12-at-12-46-38-AM-1-_jpeg.rf.4912d611eb0fea285bd4b3806baf025d.jpg,640,640,Risdon,260,280,380,307
WhatsApp-Image-2023-04-12-at-12-46-38-AM-1-_jpeg.rf.4912d611eb0fea285bd4b3806baf025d.jpg,640,640,Perkinil,248,340,388,366
WhatsApp-Image-2023-04-12-at-12-46-38-AM-1-_jpeg.rf.4912d611eb0fea285bd4b3806baf025d.jpg,640,640,Pantonix,257,402,417,431
WhatsApp-Image-2023-04-12-at-12-48-03-AM_jpeg.rf.30f8885b0f6ce2d88ff600b7a9c47b01.jpg,640,640,Hemofix FZ,312,170,458,194
WhatsApp-Image-2023-04-12-at-12-48-03-AM_jpeg.rf.30f8885b0f6ce2d88ff600b7a9c47b01.jpg,640,640,Sergel,307,220,382,246
WhatsApp-Image-2023-04-12-at-12-48-03-AM_jpeg.rf.30f8885b0f6ce2d88ff600b7a9c47b01.jpg,640,640,Ostocal GX,312,198,444,220
WhatsApp-Image-2023-04-12-at-12-48-03-AM_jpeg.rf.30f8885b0f6ce2d88ff600b7a9c47b01.jpg,640,640,Thyrox,308,252,400,274
WhatsApp-Image-2023-04-12-at-12-48-03-AM_jpeg.rf.30f8885b0f6ce2d88ff600b7a9c47b01.jpg,640,640,Visnil,307,300,397,325
WhatsApp-Image-2023-04-12-at-12-48-03-AM_jpeg.rf.30f8885b0f6ce2d88ff600b7a9c47b01.jpg,640,640,Algicid,310,345,427,370
WhatsApp-Image-2023-04-15-at-10-41-55-AM_jpeg.rf.4735668f100d0bbb1d2aaa5e84d08c23.jpg,640,640,Triphin,120,248,178,264
WhatsApp-Image-2023-04-15-at-10-41-55-AM_jpeg.rf.4735668f100d0bbb1d2aaa5e84d08c23.jpg,640,640,Avloclav,125,274,202,291
WhatsApp-Image-2023-04-15-at-10-41-55-AM_jpeg.rf.4735668f100d0bbb1d2aaa5e84d08c23.jpg,640,640,Nitoxin,118,300,190,319
WhatsApp-Image-2023-04-15-at-10-41-55-AM_jpeg.rf.4735668f100d0bbb1d2aaa5e84d08c23.jpg,640,640,Toroaid,121,328,189,349
WhatsApp-Image-2023-04-15-at-10-41-55-AM_jpeg.rf.4735668f100d0bbb1d2aaa5e84d08c23.jpg,640,640,Esoral Mups,121,355,230,375
WhatsApp-Image-2023-04-15-at-10-41-55-AM_jpeg.rf.4735668f100d0bbb1d2aaa5e84d08c23.jpg,640,640,Paloxi,112,382,168,400
WhatsApp-Image-2023-04-15-at-10-41-55-AM_jpeg.rf.4735668f100d0bbb1d2aaa5e84d08c23.jpg,640,640,Aristo Gold,112,407,221,427
WhatsApp-Image-2023-04-15-at-10-41-55-AM_jpeg.rf.4735668f100d0bbb1d2aaa5e84d08c23.jpg,640,640,Thyrox,107,440,168,461
WhatsApp-Image-2023-04-15-at-10-41-55-AM_jpeg.rf.4735668f100d0bbb1d2aaa5e84d08c23.jpg,640,640,Acitrin-L,104,466,200,486
WhatsApp-Image-2023-04-15-at-10-41-55-AM_jpeg.rf.4735668f100d0bbb1d2aaa5e84d08c23.jpg,640,640,Oxecone MS,112,496,229,514
WhatsApp-Image-2023-04-15-at-10-41-55-AM_jpeg.rf.4735668f100d0bbb1d2aaa5e84d08c23.jpg,640,640,Bukof,101,560,168,579
WhatsApp-Image-2023-04-15-at-10-42-16-AM_jpeg.rf.4747a562b2fc224b924edd2223da276b.jpg,640,640,Advel,241,165,329,187
WhatsApp-Image-2023-04-15-at-10-42-16-AM_jpeg.rf.4747a562b2fc224b924edd2223da276b.jpg,640,640,Esotid,251,213,331,235
WhatsApp-Image-2023-04-15-at-10-42-16-AM_jpeg.rf.4747a562b2fc224b924edd2223da276b.jpg,640,640,Fixcef Plus,237,244,388,271
WhatsApp-Image-2023-04-15-at-10-42-16-AM_jpeg.rf.4747a562b2fc224b924edd2223da276b.jpg,640,640,Deleta,257,283,348,308
WhatsApp-Image-2023-04-13-at-1-56-06-PM_jpeg.rf.48cb2ee6fd555ab3a23bbb38d99c1b7b.jpg,640,640,Amdocal Plus,386,158,491,183
WhatsApp-Image-2023-04-13-at-1-56-06-PM_jpeg.rf.48cb2ee6fd555ab3a23bbb38d99c1b7b.jpg,640,640,Eltroxin,376,191,465,215
WhatsApp-Image-2023-04-13-at-1-56-06-PM_jpeg.rf.48cb2ee6fd555ab3a23bbb38d99c1b7b.jpg,640,640,Paricel,371,230,436,256
WhatsApp-Image-2023-04-13-at-1-56-06-PM_jpeg.rf.48cb2ee6fd555ab3a23bbb38d99c1b7b.jpg,640,640,Vave,370,270,427,291
WhatsApp-Image-2023-04-12-at-12-22-32-PM-1-_jpeg.rf.4b464b6ede3c94b70f41697ea4802384.jpg,640,640,Diasulin,328,178,463,209
WhatsApp-Image-2023-04-12-at-12-22-32-PM-1-_jpeg.rf.4b464b6ede3c94b70f41697ea4802384.jpg,640,640,Glinta,331,263,466,296
WhatsApp-Image-2023-04-12-at-12-22-32-PM-1-_jpeg.rf.4b464b6ede3c94b70f41697ea4802384.jpg,640,640,Bislol,316,325,416,356
WhatsApp-Image-2023-04-12-at-12-22-32-PM-1-_jpeg.rf.4b464b6ede3c94b70f41697ea4802384.jpg,640,640,Abetis,305,395,439,424
WhatsApp-Image-2023-04-12-at-12-22-32-PM-1-_jpeg.rf.4b464b6ede3c94b70f41697ea4802384.jpg,640,640,Atova,331,459,437,492
WhatsApp-Image-2023-04-15-at-10-41-44-AM_jpeg.rf.3f92a7490929ca100ad5f4c02ef59676.jpg,640,640,A to Z,279,240,359,270
WhatsApp-Image-2023-04-15-at-10-41-44-AM_jpeg.rf.3f92a7490929ca100ad5f4c02ef59676.jpg,640,640,Alagra,291,299,399,326
WhatsApp-Image-2023-04-15-at-10-41-44-AM_jpeg.rf.3f92a7490929ca100ad5f4c02ef59676.jpg,640,640,Telukast,303,350,436,374
WhatsApp-Image-2023-04-15-at-10-41-44-AM_jpeg.rf.3f92a7490929ca100ad5f4c02ef59676.jpg,640,640,Napa,313,417,408,437
WhatsApp-Image-2023-04-12-at-12-23-21-PM_jpeg.rf.4a330c92cdc94690dcbcf92b57fdd576.jpg,640,640,Telmidip,276,346,480,375
WhatsApp-Image-2023-04-12-at-12-23-21-PM_jpeg.rf.4a330c92cdc94690dcbcf92b57fdd576.jpg,640,640,Bisocor,287,398,448,428
WhatsApp-Image-2023-04-12-at-12-23-21-PM_jpeg.rf.4a330c92cdc94690dcbcf92b57fdd576.jpg,640,640,Tiginor,316,446,463,474
WhatsApp-Image-2023-04-12-at-12-23-21-PM_jpeg.rf.4a330c92cdc94690dcbcf92b57fdd576.jpg,640,640,Finix,340,496,483,525
WhatsApp-Image-2023-04-12-at-12-23-21-PM_jpeg.rf.4a330c92cdc94690dcbcf92b57fdd576.jpg,640,640,Moxaclav,377,549,567,580
WhatsApp-Image-2023-04-12-at-12-23-44-PM-1-_jpeg.rf.42e9ee2d9f4e06bbc14a37f513a5c998.jpg,640,640,Ecosprin,332,466,435,497
WhatsApp-Image-2023-04-12-at-12-23-44-PM-1-_jpeg.rf.42e9ee2d9f4e06bbc14a37f513a5c998.jpg,640,640,Glytas MR 30,337,511,518,540
WhatsApp-Image-2023-04-12-at-12-23-44-PM-1-_jpeg.rf.42e9ee2d9f4e06bbc14a37f513a5c998.jpg,640,640,Pantonix,341,392,458,423
WhatsApp-Image-2023-04-12-at-12-23-44-PM-1-_jpeg.rf.42e9ee2d9f4e06bbc14a37f513a5c998.jpg,640,640,Nitrocard,335,342,457,371
WhatsApp-Image-2023-04-12-at-12-23-44-PM-1-_jpeg.rf.42e9ee2d9f4e06bbc14a37f513a5c998.jpg,640,640,Rosugen,336,282,458,317
WhatsApp-Image-2023-04-12-at-12-23-44-PM-1-_jpeg.rf.42e9ee2d9f4e06bbc14a37f513a5c998.jpg,640,640,Bisocor,335,228,441,258
WhatsApp-Image-2023-04-12-at-12-23-44-PM-1-_jpeg.rf.42e9ee2d9f4e06bbc14a37f513a5c998.jpg,640,640,Indelix SR,330,174,462,205
WhatsApp-Image-2023-04-16-at-8-25-32-PM-1-_jpeg.rf.3ab81b5965ac0cb8a953181a0ac38378.jpg,640,640,Evo,407,155,510,206
WhatsApp-Image-2023-04-16-at-8-25-32-PM-1-_jpeg.rf.3ab81b5965ac0cb8a953181a0ac38378.jpg,640,640,Alcet,318,287,502,336
WhatsApp-Image-2023-04-16-at-8-25-32-PM-1-_jpeg.rf.3ab81b5965ac0cb8a953181a0ac38378.jpg,640,640,Finix,310,388,469,449
WhatsApp-Image-2023-04-16-at-8-25-32-PM-1-_jpeg.rf.3ab81b5965ac0cb8a953181a0ac38378.jpg,640,640,Select Plus,176,488,451,541
WhatsApp-Image-2023-04-15-at-10-41-47-AM_jpeg.rf.4a3422cbd5ebb535685c85ff8e710694.jpg,640,640,Emistat,224,241,283,260
WhatsApp-Image-2023-04-15-at-10-41-47-AM_jpeg.rf.4a3422cbd5ebb535685c85ff8e710694.jpg,640,640,ORS,190,208,221,227
WhatsApp-Image-2023-04-15-at-10-41-47-AM_jpeg.rf.4a3422cbd5ebb535685c85ff8e710694.jpg,640,640,Azomac,239,282,303,303
WhatsApp-Image-2023-04-12-at-11-52-51-AM_jpeg.rf.3bb47cc2ddab576bd10c155aae3f4da8.jpg,640,640,Glytear P,334,260,470,285
WhatsApp-Image-2023-04-12-at-11-52-51-AM_jpeg.rf.3bb47cc2ddab576bd10c155aae3f4da8.jpg,640,640,Tolfort,379,307,468,332
340786056_140904122264471_8576504702171295670_n_jpg.rf.460daacd2710984e9692b11f7f7b4512.jpg,640,640,Pogo,316,209,394,255
340709282_590506796474387_335880106146911310_n_jpg.rf.4f9d8e3bc1b107445044d4951e80abbf.jpg,640,640,Mylastin,168,66,356,100
340709282_590506796474387_335880106146911310_n_jpg.rf.4f9d8e3bc1b107445044d4951e80abbf.jpg,640,640,Reseter,179,131,355,162
340709282_590506796474387_335880106146911310_n_jpg.rf.4f9d8e3bc1b107445044d4951e80abbf.jpg,640,640,Finix,172,196,290,223
340709282_590506796474387_335880106146911310_n_jpg.rf.4f9d8e3bc1b107445044d4951e80abbf.jpg,640,640,Bextram Gold,174,252,412,284
340709282_590506796474387_335880106146911310_n_jpg.rf.4f9d8e3bc1b107445044d4951e80abbf.jpg,640,640,Norsol,85,332,220,376
340709282_590506796474387_335880106146911310_n_jpg.rf.4f9d8e3bc1b107445044d4951e80abbf.jpg,640,640,Nebarol,74,423,231,460
WhatsApp-Image-2023-04-15-at-10-41-52-AM_jpeg.rf.459af597ba2006276f601f8c5ae11e4a.jpg,640,640,Vidalin Gold,313,67,461,97
WhatsApp-Image-2023-04-15-at-10-41-52-AM_jpeg.rf.459af597ba2006276f601f8c5ae11e4a.jpg,640,640,Tynium,335,131,418,157
WhatsApp-Image-2023-04-15-at-10-41-52-AM_jpeg.rf.459af597ba2006276f601f8c5ae11e4a.jpg,640,640,Nexum Mups,360,197,502,225
WhatsApp-Image-2023-04-15-at-10-41-52-AM_jpeg.rf.459af597ba2006276f601f8c5ae11e4a.jpg,640,640,Oxecone MS,371,265,511,292
WhatsApp-Image-2023-04-15-at-10-41-52-AM_jpeg.rf.459af597ba2006276f601f8c5ae11e4a.jpg,640,640,Epiclon,400,346,478,374
WhatsApp-Image-2023-04-15-at-10-41-52-AM_jpeg.rf.459af597ba2006276f601f8c5ae11e4a.jpg,640,640,ORS,350,412,405,436
WhatsApp-Image-2023-04-12-at-12-46-35-AM-1-_jpeg.rf.517288624b13def5b8bd3bc04b8cd0fb.jpg,640,640,Dimerol,359,181,445,214
WhatsApp-Image-2023-04-12-at-12-46-35-AM-1-_jpeg.rf.517288624b13def5b8bd3bc04b8cd0fb.jpg,640,640,Vildamet,354,247,452,277
WhatsApp-Image-2023-04-12-at-12-46-35-AM-1-_jpeg.rf.517288624b13def5b8bd3bc04b8cd0fb.jpg,640,640,Vibose,349,315,419,343
WhatsApp-Image-2023-04-12-at-12-46-35-AM-1-_jpeg.rf.517288624b13def5b8bd3bc04b8cd0fb.jpg,640,640,Omidon,350,380,432,406
WhatsApp-Image-2023-04-12-at-12-46-35-AM-1-_jpeg.rf.517288624b13def5b8bd3bc04b8cd0fb.jpg,640,640,Nexum Mups,341,445,481,478
WhatsApp-Image-2023-04-12-at-12-46-35-AM-1-_jpeg.rf.517288624b13def5b8bd3bc04b8cd0fb.jpg,640,640,Indomet,355,508,448,540
WhatsApp-Image-2023-04-13-at-1-56-12-PM-2-_jpeg.rf.4d19bcb3299ebd61911fef7a77a379bf.jpg,640,640,Modipran,338,39,463,77
WhatsApp-Image-2023-04-13-at-1-56-12-PM-2-_jpeg.rf.4d19bcb3299ebd61911fef7a77a379bf.jpg,640,640,Mirtaz,350,138,449,169
WhatsApp-Image-2023-04-13-at-1-56-12-PM-2-_jpeg.rf.4d19bcb3299ebd61911fef7a77a379bf.jpg,640,640,Indever,388,222,480,256
WhatsApp-Image-2023-04-13-at-1-56-12-PM-2-_jpeg.rf.4d19bcb3299ebd61911fef7a77a379bf.jpg,640,640,Rivo,397,325,468,355
340988471_962198441859371_8010983183660827082_n_jpg.rf.4346383d9170281e0998fc28e71b7d64.jpg,640,640,Arotril,324,340,396,368
340988471_962198441859371_8010983183660827082_n_jpg.rf.4346383d9170281e0998fc28e71b7d64.jpg,640,640,Backtone,315,403,394,424
340774804_1428074258033528_8765378689464179935_n_jpg.rf.2b592c09f27a5438a982a0654324b206.jpg,640,640,Exium Mups,175,82,338,117
340774804_1428074258033528_8765378689464179935_n_jpg.rf.2b592c09f27a5438a982a0654324b206.jpg,640,640,Predixa,176,118,289,155
340774804_1428074258033528_8765378689464179935_n_jpg.rf.2b592c09f27a5438a982a0654324b206.jpg,640,640,Cefaclav,179,160,292,202
340774804_1428074258033528_8765378689464179935_n_jpg.rf.2b592c09f27a5438a982a0654324b206.jpg,640,640,Montair,174,208,274,246
340774804_1428074258033528_8765378689464179935_n_jpg.rf.2b592c09f27a5438a982a0654324b206.jpg,640,640,Brezofil,167,243,296,281
340774804_1428074258033528_8765378689464179935_n_jpg.rf.2b592c09f27a5438a982a0654324b206.jpg,640,640,Traxyl,164,284,277,323
WhatsApp-Image-2023-04-15-at-10-41-50-AM_jpeg.rf.555ae49665b026931539c77ed92f16c4.jpg,640,640,DDR,133,181,220,235
WhatsApp-Image-2023-04-15-at-10-41-50-AM_jpeg.rf.555ae49665b026931539c77ed92f16c4.jpg,640,640,Deleta,148,257,258,306
WhatsApp-Image-2023-04-12-at-12-48-07-AM_jpeg.rf.4c83e94267395f903a82a9f13066aaa7.jpg,640,640,Recal D,289,229,374,254
WhatsApp-Image-2023-04-12-at-12-48-07-AM_jpeg.rf.4c83e94267395f903a82a9f13066aaa7.jpg,640,640,NeuroB,298,276,392,305
WhatsApp-Image-2023-04-12-at-12-48-07-AM_jpeg.rf.4c83e94267395f903a82a9f13066aaa7.jpg,640,640,Apuldon,314,340,397,366
WhatsApp-Image-2023-04-12-at-12-48-07-AM_jpeg.rf.4c83e94267395f903a82a9f13066aaa7.jpg,640,640,Lindac,281,431,364,453
WhatsApp-Image-2023-04-12-at-12-48-07-AM_jpeg.rf.4c83e94267395f903a82a9f13066aaa7.jpg,640,640,Lindac,294,482,417,511
340968826_900260141274899_7274516629925886687_n_jpg.rf.55025aba18920c8d4b29c5586820489a.jpg,640,640,NeuroB,383,249,493,277
340968826_900260141274899_7274516629925886687_n_jpg.rf.55025aba18920c8d4b29c5586820489a.jpg,640,640,PG,375,317,401,347
WhatsApp-Image-2023-04-12-at-12-46-15-AM-1-_jpeg.rf.52064163f6f37ead31a036f67c8d9c86.jpg,640,640,Innocan,139,127,388,154
WhatsApp-Image-2023-04-12-at-12-46-15-AM-1-_jpeg.rf.52064163f6f37ead31a036f67c8d9c86.jpg,640,640,Roxyzin,121,200,328,236
WhatsApp-Image-2023-04-12-at-12-46-15-AM-1-_jpeg.rf.52064163f6f37ead31a036f67c8d9c86.jpg,640,640,Montril,133,409,372,445
WhatsApp-Image-2023-04-12-at-12-46-15-AM-1-_jpeg.rf.52064163f6f37ead31a036f67c8d9c86.jpg,640,640,BetCG,63,311,280,341
WhatsApp-Image-2023-04-12-at-12-23-21-PM-1-_jpeg.rf.5263f384b16358300d03e0676cf5687a.jpg,640,640,Cardex,168,136,281,155
WhatsApp-Image-2023-04-12-at-12-23-21-PM-1-_jpeg.rf.5263f384b16358300d03e0676cf5687a.jpg,640,640,Ecosprin,160,166,271,189
WhatsApp-Image-2023-04-12-at-12-23-21-PM-1-_jpeg.rf.5263f384b16358300d03e0676cf5687a.jpg,640,640,Xelpid,170,194,269,218
WhatsApp-Image-2023-04-12-at-12-23-21-PM-1-_jpeg.rf.5263f384b16358300d03e0676cf5687a.jpg,640,640,Edemide,165,225,283,245
WhatsApp-Image-2023-04-12-at-12-23-21-PM-1-_jpeg.rf.5263f384b16358300d03e0676cf5687a.jpg,640,640,Glucozid,168,255,284,277
WhatsApp-Image-2023-04-12-at-12-23-21-PM-1-_jpeg.rf.5263f384b16358300d03e0676cf5687a.jpg,640,640,Vibose,168,282,259,304
WhatsApp-Image-2023-04-12-at-12-23-21-PM-1-_jpeg.rf.5263f384b16358300d03e0676cf5687a.jpg,640,640,Insulet,166,313,282,334
WhatsApp-Image-2023-04-12-at-12-23-21-PM-1-_jpeg.rf.5263f384b16358300d03e0676cf5687a.jpg,640,640,Folison,168,346,278,368
WhatsApp-Image-2023-04-12-at-12-23-21-PM-1-_jpeg.rf.5263f384b16358300d03e0676cf5687a.jpg,640,640,Umactin,172,377,313,397
WhatsApp-Image-2023-04-12-at-12-23-21-PM-1-_jpeg.rf.5263f384b16358300d03e0676cf5687a.jpg,640,640,Zolium,156,410,250,429
WhatsApp-Image-2023-04-12-at-12-48-03-AM-1-_jpeg.rf.4f49bc13f865e35d26a93ad35ab57dd2.jpg,640,640,Ecosprin,221,204,285,235
WhatsApp-Image-2023-04-12-at-12-48-03-AM-1-_jpeg.rf.4f49bc13f865e35d26a93ad35ab57dd2.jpg,640,640,Roxyzin,210,331,285,362
WhatsApp-Image-2023-04-12-at-12-48-03-AM-1-_jpeg.rf.4f49bc13f865e35d26a93ad35ab57dd2.jpg,640,640,Fexofast,210,399,302,429
WhatsApp-Image-2023-04-12-at-12-48-03-AM-1-_jpeg.rf.4f49bc13f865e35d26a93ad35ab57dd2.jpg,640,640,Aristoderm,160,481,268,511
WhatsApp-Image-2023-04-15-at-10-42-15-AM_jpeg.rf.4f1251ade6194cad1f0e6a7ce01f95e4.jpg,640,640,Nabuton,258,185,363,211
WhatsApp-Image-2023-04-15-at-10-42-15-AM_jpeg.rf.4f1251ade6194cad1f0e6a7ce01f95e4.jpg,640,640,D-Best,256,236,362,261
WhatsApp-Image-2023-04-15-at-10-42-15-AM_jpeg.rf.4f1251ade6194cad1f0e6a7ce01f95e4.jpg,640,640,Esoid,258,275,336,304
WhatsApp-Image-2023-04-15-at-10-42-15-AM_jpeg.rf.4f1251ade6194cad1f0e6a7ce01f95e4.jpg,640,640,Bost,268,315,332,341
340925338_244590134605456_1959409175775423214_n_jpg.rf.5605de053249aeed298bbeaa87ba729b.jpg,640,640,Axim CV,146,78,250,133
340925338_244590134605456_1959409175775423214_n_jpg.rf.5605de053249aeed298bbeaa87ba729b.jpg,640,640,Ace,174,180,220,226
